t, velocity, pressure, k, omega, wall_distance
 7.5000000e-04,  1.6331760e+01,  1.3333333e+03,  1.2373392e+03,  1.3333280e+03,  1.3333333e+03
 1.5000000e-03,  1.9652861e+00,  9.6406178e+04,  1.2507425e+01,  1.1409750e+01,  0.0000000e+00
 2.2500000e-03,  2.6654014e-01,  5.1547286e+04,  1.2401373e+01,  1.1313926e+01,  0.0000000e+00
 3.0000000e-03,  1.4673474e-01,  9.1988949e+02,  1.2297080e+01,  1.1219597e+01,  0.0000000e+00
 3.7500000e-03,  8.5633695e-02,  3.5313754e+02,  1.2194521e+01,  1.1126809e+01,  0.0000000e+00
 4.5000000e-03,  6.8131182e-02,  2.1199060e+02,  1.2093652e+01,  1.1035536e+01,  0.0000000e+00
 5.2500000e-03,  6.0375872e-02,  1.4561025e+02,  1.1994432e+01,  1.0945741e+01,  0.0000000e+00
 6.0000000e-03,  5.4700837e-02,  1.0340983e+02,  1.1896819e+01,  1.0857389e+01,  0.0000000e+00
 6.7500000e-03,  5.0340162e-02,  7.5877646e+01,  1.1800777e+01,  1.0770446e+01,  0.0000000e+00
 7.5000000e-03,  4.6913242e-02,  5.7502985e+01,  1.1706266e+01,  1.0684879e+01,  0.0000000e+00
 8.2500000e-03,  4.4169578e-02,  4.4810847e+01,  1.1613252e+01,  1.0600656e+01,  0.0000000e+00
 9.0000000e-03,  4.1944852e-02,  3.6294421e+01,  1.1521698e+01,  1.0517746e+01,  0.0000000e+00
 9.7500000e-03,  4.0101963e-02,  3.0374080e+01,  1.1431572e+01,  1.0436118e+01,  0.0000000e+00
 1.0500000e-02,  3.8532116e-02,  2.6373838e+01,  1.1342839e+01,  1.0355742e+01,  0.0000000e+00
 1.1250000e-02,  3.7157894e-02,  2.3789867e+01,  1.1255467e+01,  1.0276591e+01,  0.0000000e+00
 1.2000000e-02,  3.5928353e-02,  2.1998765e+01,  1.1169427e+01,  1.0198637e+01,  0.0000000e+00
 1.2750000e-02,  3.4811650e-02,  2.0857345e+01,  1.1084687e+01,  1.0121852e+01,  0.0000000e+00
 1.3500000e-02,  3.3788062e-02,  1.9990135e+01,  1.1001218e+01,  1.0046210e+01,  0.0000000e+00
 1.4250000e-02,  3.2844785e-02,  1.9387317e+01,  1.0918993e+01,  9.9716871e+00,  0.0000000e+00
 1.5000000e-02,  3.1972432e-02,  1.8819766e+01,  1.0837983e+01,  9.8982578e+00,  0.0000000e+00
 1.5750000e-02,  3.1163159e-02,  1.8226723e+01,  1.0758162e+01,  9.8258986e+00,  0.0000000e+00
 1.6500000e-02,  3.0409781e-02,  1.7548194e+01,  1.0679504e+01,  9.7545862e+00,  0.0000000e+00
 1.7250000e-02,  2.9705527e-02,  1.6749550e+01,  1.0601984e+01,  9.6842982e+00,  0.0000000e+00
 1.8000000e-02,  2.9044081e-02,  1.5809119e+01,  1.0525578e+01,  9.6150127e+00,  0.0000000e+00
 1.8750000e-02,  2.8419664e-02,  1.4674902e+01,  1.0450261e+01,  9.5467086e+00,  0.0000000e+00
 1.9500000e-02,  2.7827168e-02,  1.3519275e+01,  1.0376010e+01,  9.4793650e+00,  0.0000000e+00
 2.0250000e-02,  2.7262124e-02,  1.2082401e+01,  1.0302804e+01,  9.4129620e+00,  0.0000000e+00
 2.1000000e-02,  2.6720604e-02,  1.0553533e+01,  1.0230619e+01,  9.3474801e+00,  0.0000000e+00
 2.1750000e-02,  2.6199381e-02,  8.9175634e+00,  1.0159436e+01,  9.2829002e+00,  0.0000000e+00
 2.2500000e-02,  2.5695798e-02,  7.1731166e+00,  1.0089234e+01,  9.2192040e+00,  0.0000000e+00
 2.3250000e-02,  2.5207675e-02,  5.3520111e+00,  1.0019991e+01,  9.1563733e+00,  0.0000000e+00
 2.4000000e-02,  2.4733251e-02,  3.5405750e+00,  9.9516897e+00,  9.0943908e+00,  0.0000000e+00
 2.4750000e-02,  2.4271244e-02,  2.2504576e+00,  9.8843099e+00,  9.0332395e+00,  0.0000000e+00
 2.5500000e-02,  2.3820696e-02,  2.2492095e+00,  9.8178335e+00,  8.9729027e+00,  0.0000000e+00
 2.6250000e-02,  2.3380910e-02,  4.2077772e+00,  9.7522423e+00,  8.9133643e+00,  0.0000000e+00
 2.7000000e-02,  2.2951407e-02,  6.6876944e+00,  9.6875188e+00,  8.8546086e+00,  0.0000000e+00
 2.7750000e-02,  2.2531892e-02,  8.3890869e+00,  9.6236461e+00,  8.7966204e+00,  0.0000000e+00
 2.8500000e-02,  2.2122195e-02,  1.0582864e+01,  9.5606074e+00,  8.7393846e+00,  0.0000000e+00
 2.9250000e-02,  2.1722242e-02,  1.2856608e+01,  9.4983865e+00,  8.6828868e+00,  0.0000000e+00
 3.0000000e-02,  2.1331949e-02,  1.5106433e+01,  9.4369677e+00,  8.6271129e+00,  0.0000000e+00
