t, velocity, pressure, k, omega, wall_distance
 7.5000000e-04,  1.3333333e+03,  1.3333333e+03,  1.2373385e+03,  1.3333266e+03,  1.3333333e+03
 1.5000000e-03,  4.1471667e+01,  7.6740568e+04,  7.6728101e+00,  7.0231872e+00,  0.0000000e+00
 2.2500000e-03,  1.6173539e+01,  4.2263296e+03,  7.6331411e+00,  6.9869533e+00,  0.0000000e+00
 3.0000000e-03,  6.1295105e+00,  2.4824556e+04,  7.5934652e+00,  6.9507854e+00,  0.0000000e+00
 3.7500000e-03,  4.0114833e+00,  1.5470912e+04,  7.5541237e+00,  6.9149609e+00,  0.0000000e+00
 4.5000000e-03,  3.0131805e+00,  2.6647506e+03,  7.5151885e+00,  6.8795018e+00,  0.0000000e+00
 5.2500000e-03,  2.4017442e+00,  2.9131052e+02,  7.4766444e+00,  6.8443998e+00,  0.0000000e+00
 6.0000000e-03,  1.9699852e+00,  3.3417916e+02,  7.4384882e+00,  6.8096511e+00,  0.0000000e+00
 6.7500000e-03,  1.6430677e+00,  2.1782839e+02,  7.4007159e+00,  6.7752514e+00,  0.0000000e+00
 7.5000000e-03,  1.3860547e+00,  1.6046173e+02,  7.3633228e+00,  6.7411959e+00,  0.0000000e+00
 8.2500000e-03,  1.1796497e+00,  1.5419598e+02,  7.3263036e+00,  6.7074799e+00,  0.0000000e+00
 9.0000000e-03,  1.0118674e+00,  1.6335194e+02,  7.2896533e+00,  6.6740983e+00,  0.0000000e+00
 9.7500000e-03,  8.7456057e-01,  1.7386367e+02,  7.2533664e+00,  6.6410465e+00,  0.0000000e+00
 1.0500000e-02,  7.6203172e-01,  1.8166477e+02,  7.2174379e+00,  6.6083197e+00,  0.0000000e+00
 1.1250000e-02,  6.7032885e-01,  1.8735888e+02,  7.1818625e+00,  6.5759131e+00,  0.0000000e+00
 1.2000000e-02,  5.9686271e-01,  1.9044857e+02,  7.1466352e+00,  6.5438221e+00,  0.0000000e+00
 1.2750000e-02,  5.4022348e-01,  1.9270399e+02,  7.1117509e+00,  6.5120422e+00,  0.0000000e+00
 1.3500000e-02,  5.0006928e-01,  1.9417351e+02,  7.0772047e+00,  6.4805689e+00,  0.0000000e+00
 1.4250000e-02,  4.7690278e-01,  1.9519723e+02,  7.0429918e+00,  6.4493979e+00,  0.0000000e+00
 1.5000000e-02,  4.7173620e-01,  1.9596350e+02,  7.0091075e+00,  6.4185248e+00,  0.0000000e+00
 1.5750000e-02,  4.8560668e-01,  1.9657049e+02,  6.9755470e+00,  6.3879456e+00,  0.0000000e+00
 1.6500000e-02,  5.1934963e-01,  1.9712851e+02,  6.9423058e+00,  6.3576559e+00,  0.0000000e+00
 1.7250000e-02,  5.7350445e-01,  1.9763968e+02,  6.9093795e+00,  6.3276519e+00,  0.0000000e+00
 1.8000000e-02,  6.4873531e-01,  1.9811516e+02,  6.8767637e+00,  6.2979296e+00,  0.0000000e+00
 1.8750000e-02,  7.4624364e-01,  1.9857443e+02,  6.8444542e+00,  6.2684850e+00,  0.0000000e+00
 1.9500000e-02,  8.6790319e-01,  1.9902439e+02,  6.8124468e+00,  6.2393145e+00,  0.0000000e+00
 2.0250000e-02,  1.0165275e+00,  1.9946510e+02,  6.7807375e+00,  6.2104142e+00,  0.0000000e+00
 2.1000000e-02,  1.1960073e+00,  1.9988442e+02,  6.7493225e+00,  6.1817805e+00,  0.0000000e+00
 2.1750000e-02,  1.4114122e+00,  2.0028536e+02,  6.7181981e+00,  6.1534099e+00,  0.0000000e+00
 2.2500000e-02,  1.6689152e+00,  2.0067271e+02,  6.6873607e+00,  6.1252989e+00,  0.0000000e+00
 2.3250000e-02,  1.9759947e+00,  2.0104274e+02,  6.6568072e+00,  6.0974440e+00,  0.0000000e+00
 2.4000000e-02,  2.3750282e+00,  2.0445016e+02,  6.6265347e+00,  6.0698422e+00,  0.0000000e+00
 2.4750000e-02,  3.0005567e+00,  2.1456283e+02,  6.5965429e+00,  6.0424910e+00,  0.0000000e+00
 2.5500000e-02,  3.8694642e+00,  2.2463448e+02,  6.5668340e+00,  6.0153881e+00,  0.0000000e+00
 2.6250000e-02,  4.8153146e+00,  2.2170671e+02,  6.5374063e+00,  5.9885295e+00,  0.0000000e+00
 2.7000000e-02,  5.8391150e+00,  2.2695870e+02,  6.5082576e+00,  5.9619095e+00,  0.0000000e+00
 2.7750000e-02,  6.8248786e+00,  2.2792795e+02,  6.4794015e+00,  5.9355281e+00,  0.0000000e+00
 2.8500000e-02,  7.7203331e+00,  2.1737158e+02,  6.4508499e+00,  5.9093822e+00,  0.0000000e+00
 2.9250000e-02,  8.5046520e+00,  2.1114083e+02,  6.4226155e+00,  5.8834631e+00,  0.0000000e+00
 3.0000000e-02,  9.1503010e+00,  2.0658304e+02,  6.3947628e+00,  5.8577778e+00,  0.0000000e+00
 3.0750000e-02,  9.7441108e+00,  2.0397821e+02,  6.3673699e+00,  5.8323181e+00,  0.0000000e+00
 3.1500000e-02,  1.0336997e+01,  1.5366793e+02,  6.3405954e+00,  5.8070864e+00,  0.0000000e+00
 3.2250000e-02,  1.2206553e+01,  4.2299898e+01,  6.3146656e+00,  5.7820780e+00,  0.0000000e+00
 3.3000000e-02,  1.7018791e+01,  1.4280722e+02,  6.2900256e+00,  5.7573012e+00,  0.0000000e+00
 3.3750000e-02,  1.1957770e+01,  1.8744696e+02,  6.2670775e+00,  5.7327487e+00,  0.0000000e+00
 3.4500000e-02,  1.3749780e+01,  5.0878575e+02,  6.2466145e+00,  5.7084305e+00,  0.0000000e+00
 3.5250000e-02,  1.7642595e+01,  1.4484632e+03,  6.2288048e+00,  5.6843194e+00,  0.0000000e+00
 3.6000000e-02,  2.0225872e+01,  4.6553674e+03,  6.2149204e+00,  5.6603821e+00,  0.0000000e+00
 3.6750000e-02,  1.5256887e+01,  9.5929075e+02,  6.2034737e+00,  5.6366264e+00,  0.0000000e+00
 3.7500000e-02,  1.7533853e+01,  6.5292214e+02,  6.1945993e+00,  5.6131257e+00,  0.0000000e+00
 3.8250000e-02,  1.9554773e+01,  4.0827254e+02,  6.1940889e+00,  5.5898175e+00,  0.0000000e+00
 3.9000000e-02,  2.0581156e+01,  2.1252865e+02,  6.2083799e+00,  5.5667631e+00,  0.0000000e+00
 3.9750000e-02,  2.0741634e+01,  9.4371829e+01,  6.2429480e+00,  5.5435868e+00,  0.0000000e+00
 4.0500000e-02,  2.4769604e+01,  3.6311440e+03,  6.2633326e+00,  5.5207010e+00,  0.0000000e+00
 4.1250000e-02,  2.7483160e+01,  3.2786491e+02,  6.2577026e+00,  5.4978498e+00,  0.0000000e+00
 4.2000000e-02,  2.8506077e+01,  1.2590567e+02,  6.2887862e+00,  5.4754039e+00,  0.0000000e+00
 4.2750000e-02,  2.7602176e+01,  9.2198516e+01,  6.3056099e+00,  5.4528831e+00,  0.0000000e+00
 4.3500000e-02,  3.1467508e+01,  2.5808043e+02,  6.3124007e+00,  5.4306689e+00,  0.0000000e+00
 4.4250000e-02,  3.1864204e+01,  5.3052187e+02,  6.2974929e+00,  5.4085622e+00,  0.0000000e+00
 4.5000000e-02,  4.2672966e+01,  2.1221559e+03,  6.2726112e+00,  5.3867643e+00,  0.0000000e+00
 4.5750000e-02,  3.8080773e+01,  2.6844307e+03,  6.2270263e+00,  5.3651208e+00,  0.0000000e+00
 4.6500000e-02,  3.8283000e+01,  6.9989058e+02,  6.1015865e+00,  5.3436843e+00,  0.0000000e+00
 4.7250000e-02,  4.0608267e+01,  9.2864336e+02,  5.9949775e+00,  5.3226230e+00,  0.0000000e+00
 4.8000000e-02,  4.4160237e+01,  4.8289386e+02,  5.9381182e+00,  5.3018815e+00,  0.0000000e+00
 4.8750000e-02,  4.7783882e+01,  2.6995455e+02,  5.8800266e+00,  5.2816325e+00,  0.0000000e+00
 4.9500000e-02,  5.7632763e+01,  2.6941261e+02,  5.8479382e+00,  5.2622809e+00,  0.0000000e+00
 5.0250000e-02,  5.7264771e+01,  2.3497981e+03,  5.8434208e+00,  5.2445269e+00,  0.0000000e+00
 5.1000000e-02,  6.2509402e+01,  2.9630440e+02,  5.8515077e+00,  5.2283099e+00,  0.0000000e+00
 5.1750000e-02,  6.4029495e+01,  7.9575073e+01,  5.8569189e+00,  5.2145842e+00,  0.0000000e+00
