 iteration, total, mesh processing, checkpoint/restart, post-processing, linear solvers, gradients reconstruction
       0,  3.9564895e+00,  2.1085370e+00,  0.0000000e+00,  3.1378500e-04,  0.0000000e+00,  1.1553001e+00
       1,  4.9773044e+01,  0.0000000e+00,  0.0000000e+00,  1.5015521e-01,  3.0295313e+01,  1.2262572e+01
       2,  3.1386533e+01,  0.0000000e+00,  0.0000000e+00,  1.4038626e-01,  1.3439210e+01,  1.1676166e+01
       3,  2.9689222e+01,  0.0000000e+00,  0.0000000e+00,  1.4082469e-01,  1.2342062e+01,  1.1337941e+01
       4,  2.9637610e+01,  0.0000000e+00,  0.0000000e+00,  1.4191098e-01,  1.2263593e+01,  1.1365910e+01
       5,  2.7340140e+01,  0.0000000e+00,  0.0000000e+00,  1.4055823e-01,  1.0083767e+01,  1.1259313e+01
       6,  2.6953050e+01,  0.0000000e+00,  0.0000000e+00,  1.4039449e-01,  9.5440476e+00,  1.1382137e+01
       7,  2.7821001e+01,  0.0000000e+00,  0.0000000e+00,  1.4057054e-01,  1.0441079e+01,  1.1372121e+01
       8,  2.6355831e+01,  0.0000000e+00,  0.0000000e+00,  1.4075967e-01,  8.9992383e+00,  1.1342340e+01
       9,  2.6299061e+01,  0.0000000e+00,  0.0000000e+00,  1.4105112e-01,  8.8836000e+00,  1.1393929e+01
      10,  2.6799231e+01,  0.0000000e+00,  0.0000000e+00,  1.4218437e-01,  9.4125547e+00,  1.1366698e+01
      11,  2.6107188e+01,  0.0000000e+00,  0.0000000e+00,  1.4093739e-01,  8.7286147e+00,  1.1365841e+01
      12,  2.6116510e+01,  0.0000000e+00,  0.0000000e+00,  1.4104917e-01,  8.7355399e+00,  1.1370919e+01
      13,  2.6189905e+01,  0.0000000e+00,  0.0000000e+00,  1.4062737e-01,  8.7960514e+00,  1.1391869e+01
      14,  2.5309587e+01,  0.0000000e+00,  0.0000000e+00,  1.4119055e-01,  7.9082167e+00,  1.1384249e+01
      15,  2.5602203e+01,  0.0000000e+00,  0.0000000e+00,  1.4034762e-01,  8.1964917e+00,  1.1384985e+01
      16,  2.6234053e+01,  0.0000000e+00,  0.0000000e+00,  1.4101622e-01,  8.8445640e+00,  1.1368353e+01
      17,  2.6265239e+01,  0.0000000e+00,  0.0000000e+00,  1.4181898e-01,  8.8626999e+00,  1.1384188e+01
      18,  2.6351002e+01,  0.0000000e+00,  0.0000000e+00,  1.4222064e-01,  8.9658994e+00,  1.1370350e+01
