t, velocity, pressure, k, omega, wall_distance
 8.0000000e-04,  1.3082065e+01,  1.2500000e+03,  1.1600000e+03,  1.2499961e+03,  1.2500000e+03
 1.6000000e-03,  8.5720077e-01,  1.5184585e+05,  5.0578076e+03,  9.8535544e+02,  0.0000000e+00
 2.4000000e-03,  3.7249956e-01,  4.1898360e+03,  2.8272638e+03,  8.4443413e+02,  0.0000000e+00
 3.2000000e-03,  2.9181001e-01,  3.6346205e+02,  1.6846436e+03,  6.9263467e+02,  0.0000000e+00
 4.0000000e-03,  2.3602969e-01,  7.5301834e+01,  1.0779281e+03,  5.5542448e+02,  0.0000000e+00
 4.8000000e-03,  2.1764829e-01,  4.2872104e+01,  7.3478992e+02,  4.4546138e+02,  0.0000000e+00
 5.6000000e-03,  2.1137914e-01,  3.7834942e+01,  5.2362891e+02,  3.6236687e+02,  0.0000000e+00
 6.4000000e-03,  2.0590598e-01,  3.4311605e+01,  3.8346399e+02,  3.0052225e+02,  0.0000000e+00
 7.2000000e-03,  2.0124143e-01,  3.1591801e+01,  2.8863564e+02,  2.5413040e+02,  0.0000000e+00
 8.0000000e-03,  1.9694638e-01,  2.9250759e+01,  2.2707356e+02,  2.1871819e+02,  0.0000000e+00
 8.8000000e-03,  1.9299665e-01,  2.7080636e+01,  1.8858690e+02,  1.9113739e+02,  0.0000000e+00
 9.6000000e-03,  1.8912712e-01,  2.5342127e+01,  1.6420549e+02,  1.6922704e+02,  0.0000000e+00
 1.0400000e-02,  1.8541309e-01,  2.4474092e+01,  1.4804070e+02,  1.5150095e+02,  0.0000000e+00
 1.1200000e-02,  1.8170576e-01,  2.3837885e+01,  1.3679778e+02,  1.3692324e+02,  0.0000000e+00
 1.2000000e-02,  1.7827091e-01,  2.3282568e+01,  1.2852851e+02,  1.2475911e+02,  0.0000000e+00
 1.2800000e-02,  1.7495977e-01,  2.2796730e+01,  1.2192423e+02,  1.1447751e+02,  0.0000000e+00
 1.3600000e-02,  1.7182101e-01,  2.2266697e+01,  1.1611563e+02,  1.0568756e+02,  0.0000000e+00
 1.4400000e-02,  1.6882172e-01,  2.1706260e+01,  1.1060291e+02,  9.8096537e+01,  0.0000000e+00
 1.5200000e-02,  1.6585360e-01,  2.1112821e+01,  1.0513864e+02,  9.1481671e+01,  0.0000000e+00
 1.6000000e-02,  1.6291011e-01,  2.0433381e+01,  9.9615781e+01,  8.5670890e+01,  0.0000000e+00
 1.6800000e-02,  1.5999056e-01,  1.9807562e+01,  9.4001974e+01,  8.0529472e+01,  0.0000000e+00
 1.7600000e-02,  1.5711674e-01,  1.9217660e+01,  8.8309523e+01,  7.5950618e+01,  0.0000000e+00
 1.8400000e-02,  1.5425190e-01,  1.8689460e+01,  8.2579315e+01,  7.1848692e+01,  0.0000000e+00
 1.9200000e-02,  1.5145076e-01,  1.8159772e+01,  7.6869935e+01,  6.8154299e+01,  0.0000000e+00
