t, velocity, pressure, k, omega, wall_distance
 7.5000000e-04,  3.3488974e+01,  1.3333333e+03,  1.2375739e+03,  1.3326464e+03,  1.3333333e+03
 1.5000000e-03,  5.6885701e+00,  8.4343460e+02,  1.2146108e+01,  5.7077488e+02,  0.0000000e+00
 2.2500000e-03,  4.1324863e-01,  2.2220603e+05,  1.2044670e+01,  1.2141025e+02,  0.0000000e+00
 3.0000000e-03,  3.1195144e-01,  4.5177446e+03,  1.1944390e+01,  4.1830000e+01,  0.0000000e+00
 3.7500000e-03,  1.3244551e-01,  8.1832974e+02,  1.1845786e+01,  1.7049360e+01,  0.0000000e+00
 4.5000000e-03,  8.7612143e-02,  7.5237693e+02,  1.1748791e+01,  1.2384756e+01,  0.0000000e+00
 5.2500000e-03,  7.8473165e-02,  1.3426333e+02,  1.1653339e+01,  1.1256847e+01,  0.0000000e+00
 6.0000000e-03,  7.3841710e-02,  6.4301636e+01,  1.1559390e+01,  1.0701185e+01,  0.0000000e+00
 6.7500000e-03,  7.1361572e-02,  3.8553988e+01,  1.1466915e+01,  1.0353080e+01,  0.0000000e+00
 7.5000000e-03,  6.9605322e-02,  3.3731750e+01,  1.1375878e+01,  1.0112714e+01,  0.0000000e+00
 8.2500000e-03,  6.8195084e-02,  2.9423111e+01,  1.1286254e+01,  9.9496564e+00,  0.0000000e+00
 9.0000000e-03,  6.6999709e-02,  2.5429893e+01,  1.1198003e+01,  9.8091980e+00,  0.0000000e+00
 9.7500000e-03,  6.5951622e-02,  2.2536475e+01,  1.1111108e+01,  9.6658852e+00,  0.0000000e+00
 1.0500000e-02,  6.5011978e-02,  2.0756204e+01,  1.1025533e+01,  1.0119257e+01,  0.0000000e+00
 1.1250000e-02,  6.4153087e-02,  1.9795652e+01,  1.0941266e+01,  9.5133889e+00,  0.0000000e+00
 1.2000000e-02,  6.3354121e-02,  1.9328458e+01,  1.0858233e+01,  9.3801170e+00,  0.0000000e+00
 1.2750000e-02,  6.2609500e-02,  1.9202130e+01,  1.0776445e+01,  9.2935507e+00,  0.0000000e+00
 1.3500000e-02,  6.1912081e-02,  1.9316084e+01,  1.0695860e+01,  9.1861550e+00,  0.0000000e+00
 1.4250000e-02,  6.1254523e-02,  1.9543262e+01,  1.0616455e+01,  9.1006089e+00,  0.0000000e+00
 1.5000000e-02,  6.0631296e-02,  1.9880698e+01,  1.0538198e+01,  9.0191627e+00,  0.0000000e+00
 1.5750000e-02,  6.0038097e-02,  2.0199112e+01,  1.0461070e+01,  8.9498167e+00,  0.0000000e+00
 1.6500000e-02,  5.9471636e-02,  2.0537787e+01,  1.0385039e+01,  8.8848053e+00,  0.0000000e+00
 1.7250000e-02,  5.8928882e-02,  2.0840645e+01,  1.0310088e+01,  8.7929184e+00,  0.0000000e+00
 1.8000000e-02,  5.8406373e-02,  2.1106975e+01,  1.0236185e+01,  8.7216701e+00,  0.0000000e+00
 1.8750000e-02,  5.7902501e-02,  2.1318705e+01,  1.0163318e+01,  8.6461988e+00,  0.0000000e+00
 1.9500000e-02,  5.7415576e-02,  2.1483449e+01,  1.0091457e+01,  8.5770611e+00,  0.0000000e+00
 2.0250000e-02,  5.6942893e-02,  2.1578116e+01,  1.0020587e+01,  8.5334498e+00,  0.0000000e+00
 2.1000000e-02,  5.6484080e-02,  2.1667319e+01,  9.9506824e+00,  9.6422735e+00,  0.0000000e+00
 2.1750000e-02,  5.6037704e-02,  2.1673897e+01,  9.8817638e+00,  8.5727128e+00,  0.0000000e+00
 2.2500000e-02,  5.5603975e-02,  2.1606116e+01,  9.8137005e+00,  8.3569396e+00,  0.0000000e+00
 2.3250000e-02,  5.5181374e-02,  2.1616101e+01,  9.7465757e+00,  8.2609950e+00,  0.0000000e+00
 2.4000000e-02,  5.4767148e-02,  2.1492481e+01,  9.6803486e+00,  8.2161630e+00,  0.0000000e+00
 2.4750000e-02,  5.4363030e-02,  2.1376631e+01,  9.6149995e+00,  8.1424821e+00,  0.0000000e+00
 2.5500000e-02,  5.3969160e-02,  2.1229974e+01,  9.5505015e+00,  8.0596646e+00,  0.0000000e+00
 2.6250000e-02,  5.3584192e-02,  2.1073740e+01,  9.4868411e+00,  7.9939379e+00,  0.0000000e+00
 2.7000000e-02,  5.3208585e-02,  2.0936397e+01,  9.4239997e+00,  7.9247603e+00,  0.0000000e+00
 2.7750000e-02,  5.2841545e-02,  2.0758074e+01,  9.3619633e+00,  7.8735122e+00,  0.0000000e+00
 2.8500000e-02,  5.2483078e-02,  2.0580781e+01,  9.3007149e+00,  7.8092950e+00,  0.0000000e+00
 2.9250000e-02,  5.2132370e-02,  2.0411862e+01,  9.2402386e+00,  7.7503799e+00,  0.0000000e+00
 3.0000000e-02,  5.1789268e-02,  2.0245305e+01,  9.1805194e+00,  8.5017509e+00,  0.0000000e+00
 3.0750000e-02,  5.1451946e-02,  2.0079979e+01,  9.1215945e+00,  7.7424340e+00,  0.0000000e+00
 3.1500000e-02,  5.1120827e-02,  1.9925605e+01,  9.0633197e+00,  7.6293578e+00,  0.0000000e+00
 3.2250000e-02,  5.0797476e-02,  1.9782640e+01,  9.0057910e+00,  1.1265555e+01,  0.0000000e+00
 3.3000000e-02,  5.0481754e-02,  1.9652734e+01,  8.9491635e+00,  8.5522974e+00,  0.0000000e+00
 3.3750000e-02,  5.0173523e-02,  1.9538589e+01,  8.8929099e+00,  7.6507780e+00,  0.0000000e+00
 3.4500000e-02,  4.9872215e-02,  1.9425612e+01,  8.8373939e+00,  7.5111319e+00,  0.0000000e+00
 3.5250000e-02,  4.9578091e-02,  1.9347956e+01,  8.7825942e+00,  7.3505428e+00,  0.0000000e+00
 3.6000000e-02,  4.9290751e-02,  1.9265954e+01,  8.7284400e+00,  7.2857067e+00,  0.0000000e+00
 3.6750000e-02,  4.9010045e-02,  1.9203564e+01,  8.6749280e+00,  7.2640040e+00,  0.0000000e+00
 3.7500000e-02,  4.8735670e-02,  1.9188186e+01,  8.6220503e+00,  7.1612811e+00,  0.0000000e+00
 3.8250000e-02,  4.8467123e-02,  1.9147387e+01,  8.5697798e+00,  7.1208291e+00,  0.0000000e+00
 3.9000000e-02,  4.8204317e-02,  1.9146885e+01,  8.5181195e+00,  7.0501617e+00,  0.0000000e+00
 3.9750000e-02,  4.7946983e-02,  1.9151472e+01,  8.4670499e+00,  1.0917296e+01,  0.0000000e+00
 4.0500000e-02,  4.7695426e-02,  1.9175520e+01,  8.4167575e+00,  7.7434357e+00,  0.0000000e+00
 4.1250000e-02,  4.7449203e-02,  1.9218802e+01,  8.3666910e+00,  7.1475936e+00,  0.0000000e+00
 4.2000000e-02,  4.7208085e-02,  1.9268954e+01,  8.3173290e+00,  9.9872343e+00,  0.0000000e+00
 4.2750000e-02,  4.6972031e-02,  1.9342461e+01,  8.2686831e+00,  3.1582216e+01,  0.0000000e+00
 4.3500000e-02,  4.6740558e-02,  1.9418056e+01,  8.2206901e+00,  1.6003730e+01,  0.0000000e+00
 4.4250000e-02,  4.6513554e-02,  1.9517267e+01,  8.1726356e+00,  9.9812430e+00,  0.0000000e+00
 4.5000000e-02,  4.6290734e-02,  1.9621216e+01,  8.1254240e+00,  7.6967004e+00,  0.0000000e+00
 4.5750000e-02,  4.6071922e-02,  1.9743123e+01,  8.0787430e+00,  6.9322056e+00,  0.0000000e+00
 4.6500000e-02,  4.5856859e-02,  1.9870003e+01,  8.0325742e+00,  6.7382559e+00,  0.0000000e+00
 4.7250000e-02,  4.5645668e-02,  2.0010225e+01,  7.9869198e+00,  6.7785710e+00,  0.0000000e+00
 4.8000000e-02,  4.5438324e-02,  2.0161253e+01,  7.9417828e+00,  6.5268499e+00,  0.0000000e+00
 4.8750000e-02,  4.5234137e-02,  2.0319943e+01,  7.8970804e+00,  1.0416361e+01,  0.0000000e+00
 4.9500000e-02,  4.5033440e-02,  2.0484539e+01,  7.8530937e+00,  8.0843065e+00,  0.0000000e+00
 5.0250000e-02,  4.4835828e-02,  2.0662913e+01,  7.8092217e+00,  6.7010181e+00,  0.0000000e+00
 5.1000000e-02,  4.4641025e-02,  2.0845905e+01,  7.7658725e+00,  6.4361662e+00,  0.0000000e+00
 5.1750000e-02,  4.4449141e-02,  2.1038246e+01,  7.7230376e+00,  6.3184166e+00,  0.0000000e+00
 5.2500000e-02,  4.4260163e-02,  2.1239343e+01,  7.6806591e+00,  6.2779964e+00,  0.0000000e+00
 5.3250000e-02,  4.4074012e-02,  2.1442551e+01,  7.6387278e+00,  6.2133742e+00,  0.0000000e+00
 5.4000000e-02,  4.3890550e-02,  2.1657581e+01,  7.5972260e+00,  6.1769047e+00,  0.0000000e+00
 5.4750000e-02,  4.3709720e-02,  2.1875340e+01,  7.5561483e+00,  6.1284161e+00,  0.0000000e+00
 5.5500000e-02,  4.3531497e-02,  2.2070299e+01,  7.5154901e+00,  6.1431198e+00,  0.0000000e+00
 5.6250000e-02,  4.3355874e-02,  2.2383752e+01,  7.4752550e+00,  6.0386743e+00,  0.0000000e+00
 5.7000000e-02,  4.3182542e-02,  2.2525774e+01,  7.4354086e+00,  6.3417942e+00,  0.0000000e+00
 5.7750000e-02,  4.3011712e-02,  2.2816987e+01,  7.3960297e+00,  5.9781894e+00,  0.0000000e+00
 5.8500000e-02,  4.2843041e-02,  2.3069186e+01,  7.3569416e+00,  7.2565021e+00,  0.0000000e+00
 5.9250000e-02,  4.2676787e-02,  2.3315064e+01,  7.3183739e+00,  6.0491995e+00,  0.0000000e+00
 6.0000000e-02,  4.2512663e-02,  2.3559698e+01,  7.2800158e+00,  5.8975612e+00,  0.0000000e+00
 6.0750000e-02,  4.2350816e-02,  2.3820850e+01,  7.2421047e+00,  5.8403992e+00,  0.0000000e+00
 6.1500000e-02,  4.2191229e-02,  2.4096947e+01,  7.2045743e+00,  5.8376182e+00,  0.0000000e+00
 6.2250000e-02,  4.2034014e-02,  2.4345233e+01,  7.1674182e+00,  5.7364355e+00,  0.0000000e+00
 6.3000000e-02,  4.1878898e-02,  2.4620559e+01,  7.1306096e+00,  5.6984454e+00,  0.0000000e+00
 6.3750000e-02,  4.1725904e-02,  2.4888633e+01,  7.0941585e+00,  5.6671560e+00,  0.0000000e+00
 6.4500000e-02,  4.1575086e-02,  2.5157265e+01,  7.0580607e+00,  5.6279493e+00,  0.0000000e+00
 6.5250000e-02,  4.1426324e-02,  2.5429481e+01,  7.0223039e+00,  5.6262416e+00,  0.0000000e+00
 6.6000000e-02,  4.1279493e-02,  2.5695968e+01,  6.9868914e+00,  5.7130868e+00,  0.0000000e+00
 6.6750000e-02,  4.1134654e-02,  2.5964958e+01,  6.9518321e+00,  5.5267621e+00,  0.0000000e+00
 6.7500000e-02,  4.0991409e-02,  2.6227220e+01,  6.9170671e+00,  5.5084684e+00,  0.0000000e+00
 6.8250000e-02,  4.0850000e-02,  2.6488917e+01,  6.8826384e+00,  5.4548787e+00,  0.0000000e+00
 6.9000000e-02,  4.0710174e-02,  2.6745266e+01,  6.8485273e+00,  5.4245187e+00,  0.0000000e+00
 6.9750000e-02,  4.0572031e-02,  2.6980215e+01,  6.8147334e+00,  5.3902606e+00,  0.0000000e+00
 7.0500000e-02,  4.0435511e-02,  2.7261943e+01,  6.7812531e+00,  5.3659564e+00,  0.0000000e+00
 7.1250000e-02,  4.0300591e-02,  2.7441717e+01,  6.7480785e+00,  5.3219126e+00,  0.0000000e+00
 7.2000000e-02,  4.0167153e-02,  2.7604583e+01,  6.7152058e+00,  5.2977443e+00,  0.0000000e+00
 7.2750000e-02,  4.0035243e-02,  2.7652504e+01,  6.6826328e+00,  5.3713217e+00,  0.0000000e+00
 7.3500000e-02,  3.9904814e-02,  2.8801330e+01,  6.6503626e+00,  5.2295387e+00,  0.0000000e+00
 7.4250000e-02,  3.9775716e-02,  2.7535190e+01,  6.6183672e+00,  5.1968146e+00,  0.0000000e+00
 7.5000000e-02,  3.9648058e-02,  2.9197409e+01,  6.5866621e+00,  5.1649041e+00,  0.0000000e+00
 7.5750000e-02,  3.9521797e-02,  2.7833986e+01,  6.5552379e+00,  5.1755955e+00,  0.0000000e+00
 7.6500000e-02,  3.9396907e-02,  2.9478461e+01,  6.5241031e+00,  5.1061748e+00,  0.0000000e+00
 7.7250000e-02,  3.9273167e-02,  2.8046622e+01,  6.4932285e+00,  5.0803540e+00,  0.0000000e+00
 7.8000000e-02,  3.9150696e-02,  2.9314673e+01,  6.4626293e+00,  5.8311738e+00,  0.0000000e+00
 7.8750000e-02,  3.9029734e-02,  2.8902836e+01,  6.4323634e+00,  5.1126908e+00,  0.0000000e+00
 7.9500000e-02,  3.8909893e-02,  2.9003785e+01,  6.4022479e+00,  5.0125309e+00,  0.0000000e+00
 8.0250000e-02,  3.8791220e-02,  2.8983215e+01,  6.3724253e+00,  4.9721823e+00,  0.0000000e+00
 8.1000000e-02,  3.8673738e-02,  2.8979542e+01,  6.3428708e+00,  4.9364973e+00,  0.0000000e+00
 8.1750000e-02,  3.8557342e-02,  2.8881597e+01,  6.3135692e+00,  4.9048896e+00,  0.0000000e+00
